fid,radio_type,lon,lat
1422,UMTS,30.12245178,-1.963119507
1423,UMTS,29.639969,-1.490707
1424,UMTS,30.06202698,-1.943893433
1425,UMTS,30.05516052,-1.943893433
1426,UMTS,30.07850647,-1.935653687
1427,UMTS,30.06202698,-1.956253052
1428,UMTS,30.10322571,-1.941146851
1429,UMTS,30.12519836,-1.961746216
1430,UMTS,30.0894928,-1.945266724
1431,UMTS,30.12382507,-1.961746216
1432,UMTS,29.638317,-1.507813
1433,UMTS,29.615021,-1.465988
1434,UMTS,30.09361267,-1.968612671
1435,UMTS,30.13618469,-1.937026978
1436,UMTS,30.06477356,-1.956253052
1437,UMTS,30.062027,-1.945953
1438,UMTS,30.11146545,-1.926040649
1439,UMTS,30.104599,-1.979598999
1440,UMTS,30.09910583,-1.989212036
1441,UMTS,30.081253,-1.937714
1442,UMTS,30.06065369,-1.963119507
1443,UMTS,30.1348114,-1.963119507
1444,UMTS,30.04829407,-1.979598999
1445,UMTS,30.044174,-1.941605
1446,UMTS,30.07164001,-1.930160522
1447,UMTS,30.027695,-1.947327
1448,UMTS,30.124026,-1.965057
1449,UMTS,30.06340027,-1.945266724
1450,UMTS,30.09498596,-1.95350647
1451,UMTS,30.130692,-1.959686
1452,UMTS,30.06614685,-1.938400269
1453,UMTS,30.06202698,-1.965866089
1454,UMTS,30.1348114,-1.963119507
1455,UMTS,30.074387,-1.949387
1456,UMTS,30.05653381,-1.942520142
1457,UMTS,30.05516052,-1.938400269
1458,UMTS,30.09773254,-1.95350647
1459,UMTS,30.08537292,-1.969985962
1460,UMTS,30.07301331,-1.945266724
1461,UMTS,30.11833191,-1.957626343
1462,UMTS,30.08606,-1.941833
1463,UMTS,30.05516052,-1.972732544
1464,UMTS,30.10871887,-1.963119507
1465,UMTS,30.07575989,-1.934280396
1466,UMTS,30.104599,-2.016677856
1467,UMTS,30.07301331,-1.95350647
1468,UMTS,30.11283875,-1.961746216
1469,UMTS,30.06752014,-1.946640015
1470,UMTS,30.10734558,-1.972732544
1471,UMTS,30.07575989,-1.952133179
1472,UMTS,30.0592804,-1.946640015
1473,UMTS,30.025635,-1.93222
1474,UMTS,30.079193,-1.945953
1475,UMTS,30.112839,-1.96106
1476,UMTS,30.05653381,-1.941146851
1477,UMTS,29.75166321,-2.593460083
1478,UMTS,30.07164001,-1.949386597
1479,UMTS,29.25453186,-1.684341431
1480,UMTS,29.74205017,-2.592086792
1481,UMTS,29.75166321,-2.083969116
1482,UMTS,29.63768005,-1.50718689
1483,UMTS,30.09910583,-1.95350647
1484,UMTS,29.74205017,-2.619552612
1485,UMTS,30.104599,-1.945266724
1486,UMTS,30.44517517,-1.825790405
1487,UMTS,29.99473572,-1.901321411
1488,UMTS,30.32432556,-1.295700073
1489,UMTS,29.630127,-1.495514
1490,UMTS,30.33256531,-1.299819946
1491,UMTS,29.64179993,-1.511306763
1492,UMTS,30.200729,-1.832657
1493,UMTS,30.13069153,-1.958999634
1494,UMTS,29.52232361,-1.590957642
1495,UMTS,30.1197052,-1.960372925
1496,UMTS,29.64179993,-1.511306763
1497,UMTS,29.52232361,-1.590957642
1498,UMTS,29.98100281,-1.869735718
1499,UMTS,30.06340027,-1.957626343
1500,UMTS,29.639448,-1.505211
1501,UMTS,30.0592804,-1.941146851
1502,UMTS,30.08262634,-1.938400269
1503,UMTS,30.30921936,-1.893081665
1504,UMTS,30.12245178,-1.963119507
1505,UMTS,30.15129089,-1.952133179
1506,UMTS,30.04417419,-1.941146851
1507,UMTS,30.11146545,-1.926040649
1508,UMTS,30.10322571,-1.924667358
1509,UMTS,30.13069153,-1.957626343
1510,UMTS,30.10322571,-1.965866089
1511,UMTS,30.06889343,-1.946640015
1512,UMTS,30.10322571,-1.968612671
1513,UMTS,30.11283875,-1.975479126
1514,UMTS,30.089114,-1.964067
1515,UMTS,30.0743866,-1.954879761
1516,UMTS,30.0894928,-1.941146851
1517,UMTS,30.10047913,-1.954879761
1518,UMTS,30.13206482,-1.978225708
1519,UMTS,30.06065369,-1.943893433
1520,UMTS,30.0579071,-1.942520142
1521,UMTS,30.05378723,-1.921920776
1522,UMTS,29.93293762,-1.802444458
1523,UMTS,29.49897766,-1.637649536
1524,UMTS,30.090866,-1.929474
1525,UMTS,30.06958,-1.959
1526,UMTS,30.0592804,-1.943893433
1527,UMTS,30.13206482,-1.990585327
1528,UMTS,30.07782,-1.937027
1529,UMTS,30.055161,-1.938858
1530,UMTS,30.11009216,-1.960372925
1531,UMTS,30.07164001,-1.930160522
1532,UMTS,30.10871887,-1.958999634
1533,UMTS,30.12519836,-1.949386597
1534,UMTS,30.09223938,-1.95350647
1535,UMTS,30.07164001,-1.930160522
1536,UMTS,30.07164001,-1.930160522
1537,UMTS,30.1348114,-1.976852417
1538,UMTS,30.10597229,-1.964492798
1539,UMTS,30.077133,-1.95076
1540,UMTS,30.03730774,-1.895828247
1541,UMTS,30.11421204,-1.979598999
1542,UMTS,30.15403748,-1.968612671
1543,UMTS,30.22407532,-1.978225708
1544,UMTS,30.06202698,-1.95350647
1545,UMTS,30.0894928,-1.96723938
1546,UMTS,30.100651,-1.967239
1547,UMTS,30.144424,-1.95694
1548,UMTS,30.06477356,-1.934280396
1549,UMTS,30.105629,-1.960373
1550,UMTS,30.10047913,-1.954879761
1551,UMTS,30.04966736,-1.982345581
1552,UMTS,30.12794495,-1.983718872
1553,UMTS,30.12657166,-1.969985962
1554,UMTS,30.11421204,-1.993331909
1555,UMTS,30.06202698,-1.952133179
1556,UMTS,30.101624,-1.966324
1557,UMTS,30.06889343,-1.946640015
1558,UMTS,30.1348114,-1.963119507
1559,UMTS,30.15266418,-1.968612671
1560,UMTS,29.97962952,-1.861495972
1561,UMTS,30.0894928,-1.945266724
1562,UMTS,30.0894928,-1.942520142
1563,UMTS,30.09223938,-1.937026978
1564,UMTS,29.622299,-1.481918
1565,UMTS,29.63630676,-1.505813599
1566,UMTS,30.12107849,-1.961746216
1567,UMTS,30.05516052,-1.943893433
1568,UMTS,30.104599,-1.945266724
1569,UMTS,29.71458435,-1.57585144
1570,UMTS,30.12245178,-1.946640015
1571,UMTS,29.52507019,-1.586837769
1572,UMTS,30.41496277,-2.078475952
1573,UMTS,29.64317322,-1.492080688
1574,UMTS,29.672012,-1.482468
1575,UMTS,30.41770935,-1.93977356
1576,UMTS,29.633157,-1.502514
1577,UMTS,29.642905,-1.511835
1578,UMTS,30.53718567,-2.151260376
1579,UMTS,30.06065369,-1.931533813
1580,UMTS,30.104599,-1.957626343
1581,UMTS,30.08262634,-1.942520142
1582,UMTS,30.12245178,-1.946640015
1583,UMTS,30.15129089,-1.95350647
1584,UMTS,30.08262634,-1.948013306
1585,UMTS,29.52232361,-1.590957642
1586,UMTS,30.55366516,-2.105941772
1587,UMTS,30.104599,-1.957626343
1588,UMTS,30.10047913,-1.938400269
1589,UMTS,30.12519836,-1.949386597
1590,UMTS,30.07575989,-1.956253052
1591,UMTS,29.51133728,-1.603317261
1592,UMTS,30.101395,-1.963577
1593,UMTS,30.09635925,-1.954879761
1594,UMTS,30.05653381,-1.942520142
1595,UMTS,30.12657166,-1.949386597
1596,UMTS,30.0579071,-1.941146851
1597,UMTS,29.48799133,-1.623916626
1598,UMTS,30.046463,-1.942978
1599,UMTS,30.06065369,-1.945266724
1600,UMTS,30.09086609,-1.946640015
1601,UMTS,30.09285,-1.95137
1602,UMTS,30.104599,-1.969985962
1603,UMTS,30.12794495,-1.943893433
1604,UMTS,30.08125305,-1.938400269
1605,UMTS,30.06065369,-1.942520142
1606,UMTS,30.07713318,-1.965866089
1607,UMTS,30.12794495,-1.948013306
1608,UMTS,30.06065369,-1.941146851
1609,UMTS,30.06202698,-1.935653687
1610,UMTS,30.10322571,-1.941146851
1611,UMTS,30.09361267,-2.000198364
1612,UMTS,30.10322571,-1.972732544
1613,UMTS,30.110092,-1.976166
1614,UMTS,30.1348114,-1.941146851
1615,UMTS,30.099106,-1.923981
1616,UMTS,30.06889343,-1.93977356
1617,UMTS,30.07713318,-1.965866089
1618,UMTS,30.09223938,-2.004318237
1619,UMTS,30.06202698,-1.945266724
1620,UMTS,30.13206482,-1.990585327
1621,UMTS,30.134567,-1.963911
1622,UMTS,30.09498596,-1.92741394
1623,UMTS,30.18974304,-1.985092163
1624,UMTS,30.0894928,-1.941146851
1625,UMTS,30.06065369,-1.949386597
1626,UMTS,30.06065369,-1.942520142
1627,UMTS,30.116959,-1.959686
1628,UMTS,30.0579071,-1.941146851
1629,UMTS,30.07164001,-1.930160522
1630,UMTS,30.0894928,-1.937026978
1631,UMTS,30.0743866,-1.932907104
1632,UMTS,30.10597229,-1.98097229
1633,UMTS,30.11833191,-1.979598999
1634,UMTS,30.11283875,-1.960372925
1635,UMTS,30.11146545,-1.958999634
1636,UMTS,30.10871887,-1.963119507
1637,UMTS,30.09223938,-1.949386597
1638,UMTS,30.10322571,-1.950759888
1639,UMTS,30.06202698,-1.934280396
1640,UMTS,30.07026672,-1.948013306
1641,UMTS,30.22407532,-1.976852417
1642,UMTS,30.0579071,-1.946640015
1643,UMTS,30.08262634,-1.956253052
1644,UMTS,30.0743866,-1.950759888
1645,UMTS,29.73106384,-2.612686157
1646,UMTS,30.04417419,-1.935653687
1647,UMTS,30.07850647,-1.934280396
1648,UMTS,30.12657166,-1.961746216
1649,UMTS,30.06340027,-1.943893433
1650,UMTS,30.04966736,-1.960372925
1651,UMTS,30.06614685,-1.956253052
1652,UMTS,29.633192,-1.502973
1653,UMTS,30.06889343,-1.945266724
1654,UMTS,30.12245178,-1.963119507
1655,UMTS,30.04417419,-1.941146851
1656,UMTS,30.15403748,-1.950759888
1657,UMTS,29.645233,-1.492767
1658,UMTS,30.04966736,-1.93977356
1659,UMTS,30.15266418,-1.95350647
1660,UMTS,30.54542542,-2.158126831
1661,UMTS,30.05378723,-1.956253052
1662,UMTS,30.06202698,-1.935653687
1663,UMTS,30.06202698,-1.95350647
1664,UMTS,30.04417419,-1.941146851
1665,UMTS,30.09773254,-1.954879761
1666,UMTS,30.09223938,-1.950759888
1667,UMTS,30.06202698,-1.943893433
1668,UMTS,30.100479,-1.925354
1669,UMTS,30.0894928,-1.941146851
1670,UMTS,30.10185242,-1.986465454
1671,UMTS,30.12245178,-1.963119507
1672,UMTS,30.106659,-1.956253
1673,UMTS,30.05516052,-1.952133179
1674,UMTS,30.07850647,-1.961746216
1675,UMTS,29.633053,-1.503469
1676,UMTS,29.629911,-1.503871
1677,UMTS,30.09498596,-2.007064819
1678,UMTS,30.0894928,-1.96723938
1679,UMTS,30.133896,-1.959
1680,UMTS,30.0592804,-1.937026978
1681,UMTS,30.12931824,-1.983718872
1682,UMTS,30.123138,-1.967926
1683,UMTS,30.09773254,-1.92741394
1684,UMTS,30.11146545,-1.957626343
1685,UMTS,30.1499176,-1.957626343
1686,UMTS,30.10185242,-1.926040649
1687,UMTS,30.06340027,-1.957626343
1688,UMTS,30.060654,-1.947327
1689,UMTS,30.06065369,-1.937026978
1690,UMTS,30.07164001,-1.92741394
1691,UMTS,30.09223938,-1.950759888
1692,UMTS,30.08125305,-1.948013306
1693,UMTS,30.06202698,-1.948013306
1694,UMTS,30.06614685,-1.945266724
1695,UMTS,30.12931824,-1.961746216
1696,UMTS,30.07575989,-1.931533813
1697,UMTS,30.0894928,-1.968612671
1698,UMTS,30.0579071,-1.968612671
1699,UMTS,30.0579071,-1.945266724
1700,UMTS,30.10871887,-1.989212036
1701,UMTS,30.09635925,-1.954879761
1702,UMTS,30.0592804,-1.93977356
1703,UMTS,30.06065369,-1.948013306
1704,UMTS,30.08674622,-1.942520142
1705,UMTS,30.125198,-1.959
1706,UMTS,30.08399963,-1.93977356
1707,UMTS,30.08811951,-1.968612671
1708,UMTS,30.08812,-1.94046
1709,UMTS,30.41770935,-1.798324585
1710,UMTS,30.07301331,-1.95350647
1711,UMTS,30.40672302,-1.537399292
1712,UMTS,30.30921936,-1.894454956
1713,UMTS,29.64179993,-1.508560181
1714,UMTS,29.63630676,-1.504440308
1715,UMTS,30.03456116,-1.943893433
1716,UMTS,29.58137512,-1.442642212
1717,UMTS,30.12107849,-1.963119507
1718,UMTS,29.54978943,-1.717300415
1719,UMTS,30.05516052,-1.961746216
1720,UMTS,29.640009,-1.502076
1721,UMTS,30.0579071,-1.949386597
1722,UMTS,30.03730774,-1.943893433
1723,UMTS,30.11695862,-1.961746216
1724,UMTS,30.6703949,-2.274856567
1725,UMTS,30.12245178,-1.963119507
1726,UMTS,30.06065369,-1.948013306
1727,UMTS,30.11421204,-1.975479126
1728,UMTS,30.09498596,-1.997451782
1729,UMTS,30.044861,-1.94046
1730,UMTS,30.504913,-1.919174
1731,UMTS,30.11146545,-1.972732544
1732,UMTS,30.108719,-1.966553
1733,UMTS,30.10322571,-1.941146851
1734,UMTS,29.75852966,-1.599197388
1735,UMTS,30.0579071,-1.952133179
1736,UMTS,30.042801,-1.941834
1737,UMTS,30.06477356,-1.946640015
1738,UMTS,30.03593445,-1.897201538
1739,UMTS,30.100479,-1.966896
1740,UMTS,30.16227722,-1.971359253
1741,UMTS,30.0579071,-1.942520142
1742,UMTS,30.1348114,-1.937026978
1743,UMTS,30.05378723,-1.954879761
1744,UMTS,30.0894928,-1.93977356
1745,UMTS,30.11146545,-1.926040649
1746,UMTS,30.22956848,-1.968612671
1747,UMTS,30.06065369,-1.950759888
1748,UMTS,30.12794495,-1.979598999
1749,UMTS,30.128632,-1.961746
1750,UMTS,30.12107849,-1.961746216
1751,UMTS,30.07164001,-1.930160522
1752,UMTS,30.13206482,-1.954879761
1753,UMTS,30.08811951,-1.943893433
1754,UMTS,30.05516052,-1.972732544
1755,UMTS,30.10047913,-1.968612671
1756,UMTS,30.12794495,-1.978225708
1757,UMTS,30.11283875,-1.954879761
1758,UMTS,30.05653381,-1.971359253
1759,UMTS,30.11146545,-1.958999634
1760,UMTS,30.10047913,-2.033157349
1761,UMTS,30.12794495,-1.983718872
1762,UMTS,30.11558533,-1.958999634
1763,UMTS,30.10322571,-1.941146851
1764,UMTS,30.07301331,-1.954879761
1765,UMTS,30.10047913,-1.954879761
1766,UMTS,30.060654,-1.935654
1767,UMTS,30.0579071,-1.93977356
1768,UMTS,30.103226,-1.954193
1769,UMTS,30.09361267,-2.000198364
1770,UMTS,30.10047913,-1.968612671
1771,UMTS,30.07164001,-1.930160522
1772,UMTS,30.10047913,-1.95350647
1773,UMTS,30.0743866,-1.954879761
1774,UMTS,29.97962952,-1.864242554
1775,UMTS,29.64179993,-1.511306763
1776,UMTS,28.91807556,-2.487716675
1777,UMTS,29.658279,-1.499634
1778,UMTS,29.63905334,-1.496200562
1779,UMTS,29.6308136,-1.498947144
1780,UMTS,29.72831726,-1.57585144
1781,UMTS,30.07026672,-1.930160522
1782,UMTS,29.64179993,-1.492080688
1783,UMTS,30.06202698,-1.946640015
1784,UMTS,29.53056335,-1.750259399
1785,UMTS,29.54017639,-1.573104858
1786,UMTS,29.34242249,-1.698074341
1787,UMTS,29.638532,-1.507867
1788,UMTS,29.631874,-1.502828
1789,UMTS,30.104599,-1.946640015
1790,UMTS,30.06065369,-1.952133179
1791,UMTS,29.96177673,-1.854629517
1792,UMTS,30.104599,-1.946640015
1793,UMTS,30.0579071,-1.945266724
1794,UMTS,30.09086609,-1.952133179
1795,UMTS,30.119705,-1.959686
1796,UMTS,29.49073792,-1.621170044
1797,UMTS,30.098419,-1.953506
1798,UMTS,30.09910583,-1.968612671
1799,UMTS,29.65622,-1.481094
1800,UMTS,30.106659,-1.986465
1801,UMTS,29.51545715,-1.599197388
1802,UMTS,30.11009216,-1.958999634
1803,UMTS,30.10734558,-1.960372925
1804,UMTS,30.0894928,-1.96723938
1805,UMTS,30.09361267,-1.95350647
1806,UMTS,30.09086609,-1.928787231
1807,UMTS,30.09635925,-1.95350647
1808,UMTS,30.08125305,-1.938400269
1809,UMTS,30.10047913,-1.938400269
1810,UMTS,30.109406,-1.925354
1811,UMTS,30.12794495,-1.983718872
1812,UMTS,30.08262634,-1.938400269
1813,UMTS,30.06065369,-1.941146851
1814,UMTS,30.22407532,-1.976852417
1815,UMTS,30.069351,-1.958542
1816,UMTS,30.12107849,-1.96723938
1817,UMTS,30.0579071,-1.942520142
1818,UMTS,30.0579071,-1.948013306
1819,UMTS,30.07713318,-1.95350647
1820,UMTS,30.17051697,-2.045516968
1821,UMTS,30.10734558,-1.960372925
1822,UMTS,30.09361267,-1.941146851
1823,UMTS,30.099106,-1.965523
1824,UMTS,30.11421204,-1.975479126
1825,UMTS,30.104599,-1.956253052
1826,UMTS,30.097046,-1.994705
1827,UMTS,30.10871887,-1.924667358
1828,UMTS,30.086746,-1.941833
1829,UMTS,30.07575989,-1.931533813
1830,UMTS,30.06202698,-1.935653687
1831,UMTS,30.11833191,-1.976852417
1832,UMTS,30.09773254,-1.954879761
1833,UMTS,30.0579071,-1.946640015
1834,UMTS,30.09223938,-2.004318237
1835,UMTS,30.07164001,-1.943893433
1836,UMTS,30.0579071,-1.93977356
1837,UMTS,28.87962341,-2.497329712
1838,UMTS,28.8809967,-2.491836548
1839,UMTS,28.88374329,-2.491836548
1840,UMTS,28.88237,-2.491836548
1841,UMTS,28.878937,-2.495956
1842,UMTS,28.88237,-2.491836548
1843,UMTS,28.87687683,-2.501449585
1844,UMTS,28.88374329,-2.491836548
1845,UMTS,28.876877,-2.498016
1846,UMTS,28.88237,-2.491836548
1847,UMTS,28.8809967,-2.49458313
1848,UMTS,28.8809967,-2.495956421
1849,UMTS,29.233017,-1.688461
1850,UMTS,29.23118591,-1.695327759
1851,UMTS,29.23530579,-1.674728394
1852,UMTS,29.237686,-1.694321
1853,UMTS,28.88378,-2.494703
1854,UMTS,29.23815,-1.692679
1855,UMTS,29.237464,-1.696112
1856,UMTS,29.235306,-1.675709
1857,UMTS,29.237961,-1.68718
1858,UMTS,28.87825012,-2.500076294
1859,UMTS,28.877549,-2.501843
1860,UMTS,29.233246,-1.674042
1861,UMTS,29.242001,-1.698074
1862,UMTS,28.891392,-2.491662
1863,UMTS,29.23805237,-1.698074341
1864,UMTS,29.23942566,-1.692581177
1865,UMTS,29.23530579,-1.674728394
1866,UMTS,29.23118591,-1.69670105
1867,UMTS,29.24217224,-1.699447632
1868,UMTS,29.235764,-1.684799
1869,UMTS,28.883704,-2.499499
1870,UMTS,29.242859,-1.696701
1871,UMTS,28.879166,-2.492752
1872,UMTS,28.888858,-2.496244
1873,UMTS,28.88237,-2.491836548
1874,UMTS,29.23530579,-1.680221558
1875,UMTS,28.888922,-2.495133
1876,UMTS,29.235225,-1.689754
1877,UMTS,28.880758,-2.499946
1878,UMTS,28.87928,-2.502823
1879,UMTS,28.90983582,-2.475357056
1880,UMTS,29.23118591,-1.69670105
1881,UMTS,29.246979,-1.658249
1882,UMTS,29.238968,-1.688461
1883,UMTS,29.24217224,-1.699447632
1884,UMTS,29.239975,-1.693405
1885,UMTS,29.23805237,-1.688461304
1886,UMTS,29.236785,-1.692581
1887,UMTS,28.875504,-2.492294
1888,UMTS,28.866577,-2.457504
1889,UMTS,29.23530579,-1.69670105
1890,UMTS,29.24217224,-1.698074341
1891,UMTS,29.23118591,-1.678848267
1892,UMTS,29.24217224,-1.689834595
1893,UMTS,29.236832,-1.693802
1894,UMTS,29.233761,-1.689577
1895,UMTS,28.88229,-2.494307
1896,UMTS,28.900223,-2.479477
1897,UMTS,29.23942566,-1.678848267
1898,UMTS,28.880234,-2.494278
1899,UMTS,29.228783,-1.685543
1900,UMTS,29.242172,-1.691483
1901,UMTS,28.872113,-2.484333
1902,UMTS,29.23118591,-1.676101685
1903,UMTS,29.23805237,-1.698074341
1904,UMTS,29.2325592,-1.69670105
1905,UMTS,29.24217224,-1.699447632
1906,UMTS,29.23942566,-1.692581177
1907,UMTS,28.872423,-2.492672
1908,UMTS,28.90846252,-2.475357056
1909,UMTS,28.878149,-2.50131
1910,UMTS,28.879481,-2.496809
1911,UMTS,29.225693,-1.713867
1912,UMTS,29.235992,-1.691895
1913,UMTS,28.882984,-2.497727
1914,UMTS,28.88786316,-2.495956421
1915,UMTS,29.24217224,-1.658248901
1916,UMTS,29.23942566,-1.687088013
1917,UMTS,28.88237,-2.500076294
1918,UMTS,29.229813,-1.675186
1919,UMTS,28.879524,-2.498054
1920,UMTS,29.2339325,-1.681594849
1921,UMTS,29.234619,-1.683105
1922,UMTS,29.23439,-1.691208
1923,UMTS,28.887177,-2.497232
1924,UMTS,29.24079895,-1.684341431
1925,UMTS,28.875961,-2.500076
1926,UMTS,28.878425,-2.49855
1927,UMTS,29.22706604,-1.678848267
1928,UMTS,28.88923645,-2.49458313
1929,UMTS,28.88374329,-2.491836548
1930,UMTS,29.23805237,-1.69670105
1931,UMTS,28.88027,-2.490706
1932,UMTS,28.879623,-2.495904
1933,UMTS,28.8809967,-2.498703003
1934,UMTS,29.23805237,-1.688461304
1935,UMTS,28.882542,-2.49321
1936,UMTS,29.233246,-1.689148
1937,UMTS,29.240112,-1.691208
1938,UMTS,29.229813,-1.677933
1939,UMTS,28.875961,-2.505112
1940,UMTS,29.233932,-1.689491
1941,UMTS,28.87550354,-2.501449585
1942,UMTS,28.88237,-2.49458313
1943,UMTS,29.23942566,-1.666488647
1944,UMTS,29.23667908,-1.678848267
1945,UMTS,28.882065,-2.49321
1946,UMTS,28.881666,-2.497964
1947,UMTS,28.880469,-2.492935
1948,UMTS,28.881598,-2.493253
1949,UMTS,28.878417,-2.492627
1950,UMTS,28.88237,-2.493209839
1951,UMTS,28.88648987,-2.493209839
1952,UMTS,29.231186,-1.686401
1953,UMTS,29.2339325,-1.680221558
1954,UMTS,29.23667908,-1.693954468
1955,UMTS,29.2325592,-1.693954468
1956,UMTS,29.237366,-1.680565
1957,UMTS,29.239426,-1.686401
1958,UMTS,29.24217224,-1.689834595
1959,UMTS,29.24079895,-1.688461304
1960,UMTS,29.238052,-1.679535
1961,UMTS,29.23805237,-1.691207886
1962,UMTS,29.210587,-1.72554
1963,UMTS,29.203034,-1.726914
1964,UMTS,29.23805237,-1.687088013
1965,UMTS,30.13343811,-1.964492798
1966,UMTS,30.13343811,-1.964492798
1967,UMTS,30.133896,-1.964607
1968,UMTS,30.133729,-1.95298
1969,UMTS,30.13343811,-1.964492798
1970,GSM,30.135086,-1.963943
1971,GSM,30.13343811,-1.964492798
1972,GSM,30.132339,-1.965866
1973,UMTS,30.13343811,-1.964492798
1974,UMTS,30.13343811,-1.964492798
1975,UMTS,30.13343811,-1.964492798
1976,GSM,30.134659,-1.963272
1977,GSM,30.13343811,-1.964492798
1978,GSM,28.88237,-2.491836548
1979,GSM,28.87550354,-2.500076294
1980,GSM,28.88237,-2.491836548
1981,GSM,28.88374329,-2.491836548
1982,GSM,29.228325,-1.678162
1983,GSM,29.228134,-1.676712
1984,GSM,29.229555,-1.675673
1985,GSM,28.88237,-2.491836548
1986,GSM,29.233087,-1.674306
1987,GSM,28.89061,-2.490463
1988,GSM,28.88923645,-2.491836548
1989,GSM,28.886147,-2.493553
1990,GSM,28.881683,-2.49115
1991,GSM,29.234085,-1.68251
1992,GSM,29.235306,-1.690384
1993,GSM,28.905029,-2.551575
1994,GSM,28.8809967,-2.493209839
1995,GSM,28.93180847,-2.594833374
1996,GSM,29.230975,-1.68487
1997,GSM,29.24469,-1.694412
1998,GSM,29.235735,-1.692324
1999,GSM,28.888138,-2.491837
2000,GSM,28.8809967,-2.502822876
2001,GSM,29.239731,-1.693497
2002,GSM,29.240524,-1.69313
2003,GSM,29.240341,-1.68663
2004,GSM,28.875046,-2.498245
2005,GSM,29.23439,-1.683426
2006,GSM,28.88923645,-2.491836548
2007,GSM,28.88923645,-2.491836548
2008,GSM,29.242001,-1.695328
2009,GSM,29.240905,-1.694166
2010,GSM,29.26002502,-1.698074341
2011,GSM,29.24079895,-1.688461304
2012,GSM,29.231186,-1.680908
2013,GSM,28.871384,-2.487717
2014,GSM,28.93180847,-2.594833374
2015,GSM,29.22431946,-1.68296814
2016,GSM,29.240112,-1.687088
2017,GSM,29.238567,-1.691208
2018,GSM,29.22294617,-1.684341431
2019,GSM,29.23118591,-1.678848267
2020,GSM,29.24079895,-1.688461304
2021,GSM,29.31907654,-1.699447632
2022,GSM,29.24766541,-1.681594849
2023,GSM,29.24491882,-1.681594849
2024,GSM,28.889236,-2.49115
2025,GSM,28.885574,-2.490921
2026,GSM,29.234962,-1.69138
2027,GSM,28.889236,-2.49115
2028,GSM,28.889923,-2.491837
2029,GSM,29.22294617,-1.684341431
2030,GSM,29.24079895,-1.688461304
2031,GSM,29.231873,-1.678848
2032,GSM,29.22294617,-1.685714722
2033,GSM,29.22569275,-1.684341431
2034,GSM,29.232834,-1.681595
2035,GSM,29.231186,-1.687912
2036,GSM,28.879166,-2.495956
2037,GSM,29.00596619,-2.699203491
2038,GSM,28.88648987,-2.49458313
2039,GSM,29.23439,-1.686172
2040,GSM,29.235649,-1.685371
2041,GSM,29.233932,-1.683884
2042,GSM,29.24079895,-1.688461304
2043,GSM,29.24079895,-1.688461304
2044,GSM,29.23530579,-1.687088013
2045,GSM,29.22294617,-1.684341431
2046,GSM,28.93180847,-2.594833374
2047,GSM,28.87962341,-2.49458313
2048,GSM,30.104256,-1.953621
2049,UMTS,30.59761047,-2.340774536
2050,GSM,30.068436,-1.939316
2051,GSM,30.06889343,-1.943893433
2052,GSM,30.06546,-1.950531
2053,GSM,30.089722,-1.946411
2054,GSM,30.076447,-1.950073
2055,GSM,30.080272,-1.945855
2056,GSM,30.06134,-1.95076
2057,GSM,30.070267,-1.951904
2058,GSM,30.131672,-1.948602
2059,GSM,30.13793,-1.9495
2060,GSM,30.12519836,-1.946640015
2061,GSM,30.056534,-1.939774
2062,GSM,30.16365051,-1.96723938
2063,GSM,30.051498,-1.945724
2064,GSM,30.15678406,-1.964492798
2065,GSM,30.190659,-1.956253
2066,GSM,30.0894928,-1.945266724
2067,GSM,30.156097,-1.969299
2068,GSM,30.135447,-1.955897
2069,GSM,30.162765,-1.966769
2070,GSM,29.5085907,-2.504196167
2071,GSM,29.48524475,-2.638778687
2072,GSM,30.088806,-1.920547
2073,GSM,29.48387146,-2.506942749
2074,GSM,29.76951599,-2.354507446
2075,GSM,29.50035095,-2.502822876
2076,GSM,29.76951599,-2.354507446
2077,GSM,30.099564,-1.931534
2078,GSM,29.76951599,-2.354507446
2079,GSM,29.58000183,-2.472610474
2080,GSM,29.76951599,-2.354507446
2081,GSM,30.095826,-1.964162
2082,GSM,30.12107849,-1.948013306
2083,GSM,29.76951599,-2.354507446
2084,GSM,30.09581,-1.95433
2085,GSM,29.52507019,-2.509689331
2086,GSM,29.76951599,-2.354507446
2087,GSM,30.102053,-1.969327
2088,GSM,30.09361267,-1.946640015
2089,GSM,29.48661804,-2.636032104
2090,GSM,30.106842,-1.645724
2091,GSM,29.97276306,-1.853256226
2092,GSM,30.00022888,-1.85874939
2093,GSM,28.880997,-2.495956
2094,GSM,30.030785,-1.93634
2095,GSM,30.053785,-1.973968
2096,GSM,30.050011,-1.967583
2097,GSM,30.08194,-1.815491
2098,GSM,30.069504,-1.96907
2099,GSM,30.04829407,-1.986465454
2100,GSM,30.073086,-1.955187
2101,GSM,30.096359,-1.810684
2102,GSM,29.98924255,-1.857376099
2103,GSM,29.48799133,-2.634658813
2104,GSM,29.58000183,-2.472610474
2105,GSM,30.051956,-1.970901
2106,GSM,29.369888,-2.057877
2107,GSM,29.48936462,-2.055130005
2108,GSM,30.067913,-1.975479
2109,GSM,30.066022,-1.969986
2110,GSM,30.60997009,-1.971359253
2111,GSM,29.351251,-2.073768
2112,GSM,29.497147,-2.060165
2113,GSM,29.355087,-2.073135
2114,GSM,30.071335,-1.966171
2115,GSM,29.321823,-2.029724
